Begin Time (s)	End Time (s)	Begin File	Begin Path	File Offset (s)	Selection	View	Channel	Low Freq (Hz)	High Freq (Hz)	channel	Rraven.labels
0	0	0.BR1.2012.7.27.5.44.wav_7.wav	/home/m/Dropbox/Rraven/docs/reference/0.BR1.2012.7.27.5.44.wav_7.wav	0	1	Spectrogram 1	1	1000	1000	1	0.BR1.2012.7.27.5.44.wav_7.wav
0.366009070294785	0.366009070294785	0.BR1.2012.7.27.5.44.wav_8.wav	/home/m/Dropbox/Rraven/docs/reference/0.BR1.2012.7.27.5.44.wav_8.wav	0	2	Spectrogram 1	1	1000	1000	1	0.BR1.2012.7.27.5.44.wav_8.wav
0.726031746031746	0.726031746031746	0.BR1.2012.7.27.5.55.wav_1.wav	/home/m/Dropbox/Rraven/docs/reference/0.BR1.2012.7.27.5.55.wav_1.wav	0	3	Spectrogram 1	1	1000	1000	1	0.BR1.2012.7.27.5.55.wav_1.wav
1.08083900226757	1.08083900226757	0.BR1.2012.7.27.5.55.wav_2-2.wav	/home/m/Dropbox/Rraven/docs/reference/0.BR1.2012.7.27.5.55.wav_2-2.wav	0	4	Spectrogram 1	1	1000	1000	1	0.BR1.2012.7.27.5.55.wav_2-2.wav
1.44238095238095	1.44238095238095	0.BR1.2012.7.27.5.55.wav_2.wav	/home/m/Dropbox/Rraven/docs/reference/0.BR1.2012.7.27.5.55.wav_2.wav	0	5	Spectrogram 1	1	1000	1000	1	0.BR1.2012.7.27.5.55.wav_2.wav
1.80054421768707	1.80054421768707	0.BR1.2012.7.27.5.55.wav_3-2.wav	/home/m/Dropbox/Rraven/docs/reference/0.BR1.2012.7.27.5.55.wav_3-2.wav	0	6	Spectrogram 1	1	1000	1000	1	0.BR1.2012.7.27.5.55.wav_3-2.wav
2.15736961451247	2.15736961451247	0.BR1.2012.7.27.5.55.wav_3-3.wav	/home/m/Dropbox/Rraven/docs/reference/0.BR1.2012.7.27.5.55.wav_3-3.wav	0	7	Spectrogram 1	1	1000	1000	1	0.BR1.2012.7.27.5.55.wav_3-3.wav
2.51294784580499	2.51294784580499	0.BR1.2012.7.27.5.55.wav_3-4.wav	/home/m/Dropbox/Rraven/docs/reference/0.BR1.2012.7.27.5.55.wav_3-4.wav	0	8	Spectrogram 1	1	1000	1000	1	0.BR1.2012.7.27.5.55.wav_3-4.wav
2.87065759637188	2.87065759637188	0.BR1.2012.7.27.5.55.wav_3.wav	/home/m/Dropbox/Rraven/docs/reference/0.BR1.2012.7.27.5.55.wav_3.wav	0	9	Spectrogram 1	1	1000	1000	1	0.BR1.2012.7.27.5.55.wav_3.wav
3.2287074829932	3.2287074829932	0.BR1.2012.7.27.5.55.wav_4.wav	/home/m/Dropbox/Rraven/docs/reference/0.BR1.2012.7.27.5.55.wav_4.wav	0	10	Spectrogram 1	1	1000	1000	1	0.BR1.2012.7.27.5.55.wav_4.wav
3.58891156462585	3.58891156462585	Phae.long1.wav	/home/m/Dropbox/Rraven/docs/reference/Phae.long1.wav	0	11	Spectrogram 1	1	1000	1000	1	Phae.long1.wav
6.08895600907029	6.08895600907029	Phae.long2.wav	/home/m/Dropbox/Rraven/docs/reference/Phae.long2.wav	0	12	Spectrogram 1	1	1000	1000	1	Phae.long2.wav
7.78900045351474	7.78900045351474	Phae.long3.wav	/home/m/Dropbox/Rraven/docs/reference/Phae.long3.wav	0	13	Spectrogram 1	1	1000	1000	1	Phae.long3.wav
9.98900045351474	9.98900045351474	Phae.long4.wav	/home/m/Dropbox/Rraven/docs/reference/Phae.long4.wav	0	14	Spectrogram 1	1	1000	1000	1	Phae.long4.wav
13.1890004535147	13.1890004535147	test.wav	/home/m/Dropbox/Rraven/docs/reference/test.wav	0	15	Spectrogram 1	1	1000	1000	1	test.wav
16.7779120181406	16.7779120181406	test2.wav	/home/m/Dropbox/Rraven/docs/reference/test2.wav	0	16	Spectrogram 1	1	1000	1000	1	test2.wav
